input,output
"Evelyn has 95 marbles. She gets 9 more from Henry. Later, Evelyn buys 6 cards at the store.How many marbles does Evelyn have in all?",104
 A DVD book holds 126 DVDs. There are 81 DVDs already in the book.How many more DVDs can be put in the book?,45
"Jason went to the mall on Saturday to buy clothes . He spent $ 14.28 on shorts and $ 4.74 on a jacket .In total , how much money did Jason spend on clothing ?",19.02
 29 birds were sitting in a tree. Some more fly up to the tree. Then there were 42 birds in the tree.How many more flew up to the tree?,13
There are 115 pencils in the drawer. Sara placed 100 more  pencils in the drawer.How many pencils are now there in all ?,215
 Jose has 85 peanuts. Kenya has 48 more than Jose.How many peanuts does Kenya have?,133
There are 48 pencils and 40 scissors in the drawer . Joan placed 29 pencils in the drawer .How many pencils are now there in all ?,77
Anna starts with 5 candies. She gets 86 more from Larry.How many candies does Anna end with?,91
" Last Saturday, Marie sold 425 magazines and 275 newspapers.What is the total number of reading materials she sold?",700
 Roden went to a pet shop. He bought 15 gold fish and 7 blue fish.How many fish did he buy?,22
" My dog had some bones. Then, he dug up 367 bones. Now he has 860 bones.How many bones did he start with?",493
A restaurant served 4 pies during lunch and 9 during dinner today . The restaurant served 7 pies and 2 pizzas yesterday .How many pies were served in total ?,20
There are 4 walnut trees currently in the park. Park workers will plant 6 more walnut trees today.How many walnut trees will the park have when the workers are finished ?,10
There are 97 erasers in a box. Ernest has 17 erasers in a bag. Mark takes 97 erasers out of the box.How many erasers are left in the box?,0
"A farmer estimates that he will harvest 48,097 bushels of wheat. The weather is perfect during the growing season, so he harvests 684 more bushels of wheat than expected.How many bushels of wheat does the farmer harvest?",48781
"When Jake had 1 cat , he needed to serve 0.5 can of cat food each day . Now that Jake has adopted a second cat , he needs to serve a total of 0.9 can each day .How much extra food is needed to feed the second cat ?",0.4
"Marta picked two pumpkins. The first pumpkin weighed 4 pounds, and the second pumpkin weighed 8.7 pounds.How much did the two pumpkins weigh all together?",12.7
"Michelle has 2 crayons. Janet has 2 crayons.If Janet gives all of her crayons to Michelle, how many crayons will Michelle have?",4
Sally grew 6 carrots. Fred grew 4 carrots.How many carrots did they grow in all ?,10
"In 1 week , Mitch 's family drank 0.5 carton of regular milk and 0.1 carton of soy milk .How much milk did they drink in all ?",0.6
 You have 7 balloons and your friend has 5 balloons.How many more  balloons do you have than your friend?,2
Willie has 48 bananas. Charles has 14 bananas. He loses 35.How many bananas will Willie have?,13
Alyssa picked 25 limes and Mike picked 32 limes . Tom picked 12 plums .How many limes were picked in all ?,57
There are 7 crayons in the drawer . Mary took 3 crayons out of the drawer .How many crayons are there now ?,4
Keith grew 6 turnips . Alyssa grew 9 turnips .How many turnips did they grow in all ?,15
 Paul had 28 strawberries in his basket. He picked 35 more strawberries.How many strawberries did he have then?,63
Willie starts with 36 stickers. He gives 7 to Emily.How many stickers does Willie end with?,29
"Nancy grew 2 onions , Dan grew 9 onions , and Mike grew 4 onions . They worked for 6 days on the farm .How many onions did they grow in total ?",15
A pet supply store has 600 bags of dog food and 327 bags of cat food.How many more bags of dog food are there than cat food?,273
Brennan had 0.25 grams of pepper. Then he used 0.16 grams of the pepper to make some scrambled eggs.How much pepper does Brennan have left?,0.09
"A multi-national corporation has 2,041 part-time employees and 63,093 full-time employees.How many employees work for the corporation?",65134
A chef bought 0.14 kilograms of almonds and 0.38 kilograms of pecans.How many kilograms of nuts did the chef buy in all?,0.52
"Keith spent $ 136.01 on speakers , $ 139.38 on a CD player , and $ 112.46 on new tires . He wanted 3 CD 's for $ 6.16 , but did n't buy them .In total , how much did he spend ?",387.85
 There were 28 girls and 35 boys on the playground at recess.How many children were there in all?,63
"For his car , Mike spent $ 118.54 on speakers and $ 106.33 on new tires . Mike wanted 3 CD 's for $ 4.58 but decided not to .In total , how much did Mike spend on car parts ?",224.87
Jason has 3 Pokemon cards. Benny bought 2 of Jason's  Pokemon cards.How many Pokemon cards does Jason have now ?,1
Mary is baking a cake . The recipe calls for 7 cups of flour and 3 cups of sugar . She already put in 2 cups of flour .How many cups of flour does she need to add ?,5
"Before starting her shift , a waitress checks to make sure there is enough mustard for her customers . She finds 0.25 bottle at the first table , 0.25 bottle at the second table , and 0.375 bottle at the third table .Altogether , how many bottles of mustard does the waitress find ?",0.875
Sally had 27 cards. Dan gave her 41 new cards. Sally bought 20 cards.How many cards does Sally have now ?,88
Joan had 5 dimes in her bank. She spent 2 of her dimes.How many dimes does she have now ?,3
Keith picked 3 pears and Jason picked 2 pears from the pear tree . Joan picked 5 apples from the apple tree .How many pears were picked in total ?,5
"Tim found 37 seashells and Sally found 13 seashells on the beach . When they cleaned them , they discovered that 25 were cracked .How many seashells did they find together ?",50
Wayne collects 9 blocks. Wayne's father gives Wayne 6 more.How many blocks does Wayne have?,15
"Tom purchased a football game for $ 14.02 , a strategy game for $ 9.46 , and a Batman game for $ 12.04 .How much did Tom spend on video games ?",35.52
Jason grew 23 watermelons and 18 turnips . Nancy grew 28 watermelons .How many watermelons did they grow in total ?,51
"Dan had 97 baseball cards , and 8 were torn . Sam bought 15 of Dan 's baseball cards .How many baseball cards does Dan have now ?",82
A carpenter bought a piece of wood that was 0.41 meters long . Then she sawed 0.33 meters off the end .How long is the piece of wood now ?,0.08
Joan found 70 seashells on the beach. she gave Sam some of her seashells. She has 27 seashell left.How many seashells did she give to Sam ?,43
 John walks 0.7 miles to school and Nina walks 0.4 miles to school.How much farther does John walk than Nina?,0.3
"Mike picked 7 apples , Nancy picked 3 apples , and Keith picked 6 apples and 4 pears , at the farm .How many apples were picked in total ?",16
 Sean has 45 whistles. He has 32 more whistles that Charles.How many whistles does Charles have?,13
"Sally found 9 seashells, Tom found 7 seashells, and Jessica found 5 seashells on the beach.How many seashells did they find together ?",21
Hannah 's Vegetarian Restaurant bought 0.3333333333333333 pound of green peppers and 0.3333333333333333 pound of red peppers .How many pounds of peppers did Hannah 's Vegetarian Restaurant buy in all ?,0.666666667
There are 22 walnut trees currently in the park. Park workers will plant more walnut trees today. When the workers are finished there will be 55 walnut trees in the park.How many walnut trees did the workers plant today ?,33
Diana starts with 65 bottle caps. 4 are eaten by a hippopotamus.How many bottle caps does Diana end with?,61
Alyssa 's cat had 8 kittens and 8 had spots . She gave 4 to her friends .How many kittens does she now have ?,4
Jesse starts with 78 pencils. He gives 44 to Joshua.How many pencils does Jesse end with?,34
"Each year , salmon travel upstream , going from the ocean to the rivers where they were born . This year , 712261 male and 259378 female salmon returned to their rivers .How many salmon made the trip ?",971639
 Zach scored 42 points in the football game. Ben scored 21 points.How many more points did Zach score?,21
"Carefully following a recipe , Kenny used exactly 0.16666666666666666 cup of oil and 1.1666666666666667 cups of water .How many cups of liquid did Kenny use in all ?",1.333333333
"Mary found 45 seashells , Melanie found 23 seashells , and Jason found 32 seashells on the beach . When they cleaned them , they discovered that 31 were cracked .How many seashells did they find together ?",100
Kelly bought 0.1 pounds of peanuts and 0.4 pounds of raisins.How many pounds of snacks did she buy in all?,0.5
 A cake recipe requires 0.6 cup of sugar for the frosting and 0.2 cup of sugar for the cake.How much sugar is that altogether?,0.8
 Molly had 14 candles on her birthday cake. She grew older and got 6 more on her birthday cake.How old is Molly now?,20
 Tessa has 4 apples. Anita gave her 5 more. She needs 10 apples to make a pie.Does she have enough to make a pie?,9
" Jane has 28 old, brown sheets of drawing paper and 27 old, yellow sheets of drawing paper.How many pieces of drawing paper does she  have?",55
There are 139 erasers and 118 scissors in the drawer . Jason placed 131 erasers in the drawer .How many erasers are now there in total ?,270
Kyle jogged 1.125 laps in P.E. class and 2.125 laps during track practice .How many laps did Kyle jog in all ?,3.25
Carlos has 58 blocks. He gives 21 to Rachel.How many blocks will Carlos have?,37
Craig starts with 5 Skittles. 2 are eaten by a hippopotamus.How many Skittles does Craig end with?,3
There are 9 oak trees currently in the park. Park workers had to cut down 2  oak trees that were damaged.How many oak trees will the park have when the workers are finished ?,7
